"Problem","group","Sample_ID","SPI","Node_from","Node_to","value"
"fMRI film","movie","sub16","reci","Control","VentralAttention",0.0150833386427903
"fMRI film","rest","sub16","reci","Control","VentralAttention",0.0153990307768776
"fMRI film","movie","sub17","reci","Control","VentralAttention",0.013335365890117
"fMRI film","rest","sub17","reci","Control","VentralAttention",0.0206470488017809
"fMRI film","movie","sub18","reci","Control","VentralAttention",0.0128517462408742
"fMRI film","rest","sub18","reci","Control","VentralAttention",0.00844380255842318
"fMRI film","movie","sub19","reci","Control","VentralAttention",0.0138555130304232
"fMRI film","rest","sub19","reci","Control","VentralAttention",0.0201600689613533
"fMRI film","movie","sub20","reci","Control","VentralAttention",0.00888650384790599
"fMRI film","rest","sub20","reci","Control","VentralAttention",0.0136221350189097
"fMRI film","movie","sub21","reci","Control","VentralAttention",0.0162469977865099
"fMRI film","rest","sub21","reci","Control","VentralAttention",0.0133344315928522
"fMRI film","movie","sub22","reci","Control","VentralAttention",0.012134619512546
"fMRI film","rest","sub22","reci","Control","VentralAttention",0.0156670267453008
"fMRI film","movie","sub23","reci","Control","VentralAttention",0.0113051576171564
"fMRI film","rest","sub23","reci","Control","VentralAttention",0.0176466562607868
"fMRI film","movie","sub24","reci","Control","VentralAttention",0.0114305255433404
"fMRI film","rest","sub24","reci","Control","VentralAttention",0.0116063425799318
"fMRI film","movie","sub25","reci","Control","VentralAttention",0.0152617470012024
"fMRI film","rest","sub25","reci","Control","VentralAttention",0.0238124822771324
"fMRI film","movie","sub26","reci","Control","VentralAttention",0.0134232169772013
"fMRI film","rest","sub26","reci","Control","VentralAttention",0.017155722878678
"fMRI film","movie","sub27","reci","Control","VentralAttention",0.0109430372663459
"fMRI film","rest","sub27","reci","Control","VentralAttention",0.0231349240787602
"fMRI film","movie","sub28","reci","Control","VentralAttention",0.0146837267644522
"fMRI film","rest","sub28","reci","Control","VentralAttention",0.0161050330727397
"fMRI film","movie","sub29","reci","Control","VentralAttention",0.0156450344255649
"fMRI film","rest","sub29","reci","Control","VentralAttention",0.0192834533238618
